first_page_summary,genres
A young man romantically pursues his masochistic piano teacher.,"['Drama', 'Music']"
A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.,"['Drama', 'Romance']"
"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.","['Drama', 'Romance']"
A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.,"['Comedy', 'Drama']"
"An orphaned, hardworking fashion student Kaley Cuoco discovers that she has a mob-boss grandfather and inherits the family business.",['Comedy']
,[]
"After a series of lies and misunderstandings, Aykut, a straightforward craftsmen, finds himself in the middle of wedding plans with Gulsah, an insurance broker. The problem is that Aykut is ... Read all","['Comedy', 'Family']"
"A tell-all story of what happened behind the scenes of the hit TV series, The Brady Bunch (1969). It is based on the book written by Barry Williams, the actor who played Greg Brady.","['Biography', 'Drama']"
"As part of a film project, a physically fit teenager dons a fat suit to gain experience of the hardships facing overweight high school students.",['Drama']
"Actress Megan Fox has peeked behind the curtain of some of these ancient sites, igniting an insatiable curiosity to learn more about these lost worlds. She embarks on an epic international j... Read all","['Documentary', 'History', 'Mystery']"
"Israeli remake of the popular American sitcom - ""Married with Children (1987 - 1997)"".",['Comedy']
,['Short']
A cop working on the case of a serial killer targeting prostitutes must deal with his own secrets being exposed.,"['Drama', 'Romance']"
Two sisters become roommates after growing up in separate households with opposite upbringings.,['Comedy']
"Three twenty-something pals circa 1996 revisit their small-town roots to attend the funeral of their high school friend Bender. The guys spend a wild weekend reminiscing over football, booze... Read all","['Adventure', 'Thriller']"
The mysterious murder of a teenage girl and the disappearance of her sister shake up a small town.,['Drama']
"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",['Drama']
"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.","['Biography', 'Drama']"
"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel.","['Crime', 'Thriller']"
A man on the run from a murder charge enlists the help of a beautiful stranger who must put herself at risk for his cause.,"['Crime', 'Mystery', 'Romance']"
"While travelling by rail in interwar Nazi Germany, a young socialite finds that a fellow female passenger has disappeared from the train, but nobody else remembers her having been on board.","['Action', 'Comedy', 'Mystery']"
"A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.","['Comedy', 'Romance']"
"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each oth... Read all","['Comedy', 'Romance']"
"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks.","['Comedy', 'Romance']"
"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girl... Read all","['Comedy', 'Drama', 'Romance']"
"Unpopular schoolgirl Jenna Rink makes an unusual wish on her birthday. Miraculously, her wish comes true and the 13-year-old Jenna wakes up the next day as a 30-year-old woman.","['Comedy', 'Fantasy', 'Romance']"
"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",['Comedy']
"A high-school boy, Cameron, cannot date Bianca until her anti-social older sister, Kat, has a boyfriend. So, Cameron pays a mysterious boy, Patrick, to charm Kat.","['Comedy', 'Drama', 'Romance']"
"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon lear... Read all","['Comedy', 'Romance', 'Sport']"
"Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days.","['Comedy', 'Romance']"
"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young g... Read all","['Action', 'Adventure', 'Sci-Fi']"
"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.","['Comedy', 'Drama']"
Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.,"['Action', 'Adventure', 'Drama']"
A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,"['Action', 'Drama', 'Romance']"
"From Wichita to Dodge City, to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure, and desperate heroic action.","['Action', 'Adventure', 'Biography']"
A washed-up golf pro working at a driving range tries to qualify for the U.S. Open in order to win the heart of his successful rival's girlfriend.,"['Comedy', 'Drama', 'Romance']"
"A woman discovers a tragic love letter in a bottle on a beach, and is determined to track down its author.","['Drama', 'Romance']"
A coverup and witchhunt occur after a politician accidentally kills his mistress.,"['Action', 'Crime', 'Drama']"
A gang of ex-cons rob a casino during Elvis convention week.,"['Action', 'Comedy', 'Crime']"
"Chronicles a multi-faceted, 15-year span of pre-and post-Civil War expansion and settlement of the American west.","['Drama', 'Western']"
"John works with the PreCrime police which stop crimes before they take place, with the help of three 'PreCogs' who can foresee crimes. Events ensue when John finds himself framed for a futur... Read all","['Action', 'Crime', 'Mystery']"
"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.","['Comedy', 'Drama', 'Romance']"
"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.","['Drama', 'Fantasy', 'Romance']"
"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.","['Drama', 'Music', 'Romance']"
A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,"['Drama', 'Thriller']"
"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.","['Comedy', 'Drama']"
,"['Short', 'Mystery']"
A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?,"['Crime', 'Drama', 'Thriller']"
"An NRI and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. Soon, inexplicable occurrences cause him to call a psychiatrist to help solve the myste... Read all","['Comedy', 'Horror', 'Mystery']"
"A man falls in love with a beautiful woman, but later discovers that her brothers are gangsters.","['Comedy', 'Crime', 'Drama']"
